file_name,label
532,5
533,5
534,5
535,5
536,5
537,5
538,5
539,5
540,6
541,6
542,6
543,6
544,6
545,6
546,6
547,6
548,6
549,6
550,7
551,7
552,7
553,7
554,7
555,7
556,7
557,7
558,7
559,7
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,2
581,2
582,2
583,2
584,2
585,2
586,2
587,2
588,2
589,2
590,3
591,3
592,3
593,3
594,3
595,3
596,3
597,3
598,3
599,3
600,4
601,4
602,4
603,4
604,4
605,4
606,4
607,4
608,4
609,4
610,5
611,5
612,5
613,5
614,5
615,5
616,5
617,5
618,5
619,5
620,6
621,6
622,6
623,6
624,6
625,6
626,6
627,6
628,6
629,6
630,7
631,7
632,7
633,7
634,7
635,7
636,7
637,7
638,7
639,7
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,1
651,1
652,1
653,1
654,1
655,1
656,1
657,1
658,1
659,1
660,2
661,2
662,2
663,2
664,2
665,2
666,2
667,2
668,2
669,2
670,3
671,3
672,3
673,3
674,3
675,3
676,3
677,3
678,3
679,3
680,4
681,4
682,4
683,4
684,4
685,4
686,4
687,4
688,4
689,4
690,5
691,5
692,5
693,5
694,5
695,5
696,5
697,5
698,5
699,5
700,6
701,6
702,6
703,6
704,6
705,6
706,6
707,6
708,6
709,6
710,7
711,7
712,7
713,7
714,7
715,7
716,7
717,7
718,7
719,7
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,1
731,1
732,1
733,1
734,1
735,1
736,1
737,1
738,1
739,1
740,2
741,2
742,2
743,2
744,2
745,2
746,2
747,2
748,2
749,2
750,3
751,3
752,3
753,3
754,3
755,3
756,3
757,3
758,3
759,3
760,4
761,4
762,4
763,4
764,4
765,4
766,4
767,4
768,4
769,4
770,5
771,5
772,5
773,5
774,5
775,5
776,5
777,5
778,5
779,5
780,6
781,6
782,6
783,6
784,6
785,6
786,6
787,6
788,6
789,6
790,7
791,7
792,7
793,7
794,7
795,7
796,7
797,7
798,7
799,7
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,1
811,1
812,1
813,1
814,1
815,1
816,1
817,1
818,1
819,1
820,2
821,2
822,2
823,2
824,2
825,2
826,2
827,2
828,2
829,2
830,3
831,3
832,3
833,3
834,3
835,3
836,3
837,3
838,3
839,3
840,4
841,4
842,4
843,4
844,4
845,4
846,4
847,4
848,4
849,4
850,5
851,5
852,5
853,5
854,5
855,5
856,5
857,5
858,5
859,5
860,6
861,6
862,6
863,6
864,6
865,6
866,6
867,6
868,6
869,6
870,7
871,7
872,7
873,7
874,7
875,7
876,7
877,7
878,7
879,7
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,1
891,1
892,1
893,1
894,1
895,1
896,1
897,1
898,1
899,1
900,2
901,2
902,2
903,2
904,2
905,2
906,2
907,2
908,2
909,2
910,3
911,3
912,3
913,3
914,3
915,3
916,3
917,3
918,3
919,3
920,4
921,4
922,4
923,4
924,4
925,4
926,4
927,4
928,4
929,4
930,5
931,5
932,5
933,5
934,5
935,5
936,5
937,5
938,5
939,5
940,6
941,6
942,6
943,6
944,6
945,6
946,6
947,6
948,6
949,6
950,7
951,7
952,7
953,7
954,7
955,7
956,7
957,7
958,7
959,7
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,1
971,1
972,1
973,1
974,1
975,1
976,1
977,1
978,1
979,1
980,2
981,2
982,2
983,2
984,2
985,2
986,2
987,2
988,2
989,2
990,3
991,3
992,3
993,3
994,3
995,3
996,3
997,3
998,3
999,3
1000,4
1001,4
1002,4
1003,4
1004,4
1005,4
1006,4
1007,4
1008,4
1009,4
1010,5
1011,5
1012,5
1013,5
1014,5
1015,5
1016,5
1017,5
1018,5
1019,5
1020,6
1021,6
1022,6
1023,6
1024,6
1025,6
1026,6
1027,6
1028,6
1029,6
1030,7
1031,7
1032,7
1033,7
1034,7
1035,7
1036,7
1037,7
1038,7
1039,7
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,1
1051,1
1052,1
1053,1
1054,1
1055,1
1056,1
1057,1
1058,1
1059,1
1060,2
1061,2
1062,2
1063,2
1064,2
1065,2
1066,2
1067,2
1068,2
1069,2
1070,3
1071,3
1072,3
1073,3
1074,3
1075,3
1076,3
1077,3
1078,3
1079,3
1080,4
1081,4
1082,4
1083,4
1084,4
1085,4
1086,4
1087,4
1088,4
1089,4
1090,5
1091,5
1092,5
1093,5
1094,5
1095,5
1096,5
1097,5
1098,5
1099,5
1100,6
1101,6
1102,6
1103,6
1104,6
1105,6
1106,6
1107,6
1108,6
1109,6
1110,7
1111,7
1112,7
1113,7
1114,7
1115,7
1116,7
1117,7
1118,7
1119,7
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,1
1131,1
1132,1
1133,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1140,2
1141,2
1142,2
1143,2
1144,2
1145,2
1146,2
1147,2
1148,2
1149,2
1150,3
1151,3
1152,3
1153,3
1154,3
1155,3
1156,3
1157,3
1158,3
1159,3
1160,4
1161,4
1162,4
1163,4
1164,4
1165,4
1166,4
1167,4
1168,4
1169,4
1170,5
1171,5
1172,5
1173,5
1174,5
1175,5
1176,5
1177,5
1178,5
1179,5
1180,6
1181,6
1182,6
1183,6
1184,6
1185,6
1186,6
1187,6
1188,6
1189,6
1190,7
1191,7
1192,7
1193,7
1194,7
1195,7
1196,7
1197,7
1198,7
1199,7
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,1
1211,1
1212,1
1213,1
1214,1
1215,1
1216,1
1217,1
1218,1
1219,1
1220,2
1221,2
1222,2
1223,2
1224,2
1225,2
1226,2
1227,2
1228,2
1229,2
1230,3
1231,3
1232,3
1233,3
1234,3
1235,3
1236,3
1237,3
1238,3
1239,3
1240,4
1241,4
1242,4
1243,4
1244,4
1245,4
1246,4
1247,4
1248,4
1249,4
1250,5
1251,5
1252,5
1253,5
1254,5
1255,5
1256,5
1257,5
1258,5
1259,5
1260,6
1261,6
1262,6
1263,6
1264,6
1265,6
1266,6
1267,6
1268,6
1269,6
1270,7
1271,7
1272,7
1273,7
1274,7
1275,7
1276,7
1277,7
1278,7
1279,7
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,1
1291,1
1292,1
1293,1
1294,1
1295,1
1296,1
1297,1
1298,1
1299,1
1300,2
1301,2
1302,2
1303,2
1304,2
1305,2
1306,2
1307,2
1308,2
1309,2
1310,3
1311,3
1312,3
1313,3
1314,3
1315,3
1316,3
1317,3
1318,3
1319,3
1320,4
1321,4
1322,4
1323,4
1324,4
1325,4
1326,4
1327,4
1328,4
1329,4
1330,5
1331,5
1332,5
1333,5
1334,5
1335,5
1336,5
1337,5
1338,5
1339,5
1340,6
1341,6
1342,6
1343,6
1344,6
1345,6
1346,6
1347,6
1348,6
1349,6
1350,7
1351,7
1352,7
1353,7
1354,7
1355,7
1356,7
1357,7
1358,7
1359,7
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,1
1371,1
1372,1
1373,1
1374,1
1375,1
1376,1
1377,1
1378,1
1379,1
1380,2
1381,2
1382,2
1383,2
1384,2
1385,2
1386,2
1387,2
1388,2
1389,2
1390,3
1391,3
1392,3
1393,3
1394,3
1395,3
1396,3
1397,3
1398,3
1399,3
1400,4
1401,4
1402,4
1403,4
1404,4
1405,4
1406,4
1407,4
1408,4
1409,4
1410,5
1411,5
1412,5
1413,5
1414,5
1415,5
1416,5
1417,5
1418,5
1419,5
1420,6
1421,6
1422,6
1423,6
1424,6
1425,6
1426,6
1427,6
1428,6
1429,6
1430,7
1431,7
1432,7
1433,7
1434,7
1435,7
1436,7
1437,7
1438,7
1439,7
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,1
1451,1
1452,1
1453,1
1454,1
1455,1
1456,1
1457,1
1458,1
1459,1
1460,2
1461,2
1462,2
1463,2
1464,2
1465,2
1466,2
1467,2
1468,2
1469,2
1470,3
1471,3
1472,3
1473,3
1474,3
1475,3
1476,3
1477,3
1478,3
1479,3
1480,4
1481,4
1482,4
1483,4
1484,4
1485,4
1486,4
1487,4
1488,4
1489,4
1490,5
1491,5
1492,5
1493,5
1494,5
1495,5
1496,5
1497,5
1498,5
1499,5
1500,6
1501,6
1502,6
1503,6
1504,6
1505,6
1506,6
1507,6
1508,6
1509,6
1510,7
1511,7
1512,7
1513,7
1514,7
1515,7
1516,7
1517,7
1518,7
1519,7
1520,0
1521,0
1522,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,1
1531,1
1532,1
1533,1
1534,1
1535,1
1536,1
1537,1
1538,1
1539,1
1540,2
1541,2
1542,2
1543,2
1544,2
1545,2
1546,2
1547,2
1548,2
1549,2
1550,3
1551,3
1552,3
1553,3
1554,3
1555,3
1556,3
1557,3
1558,3
1559,3
1560,4
1561,4
1562,4
1563,4
1564,4
1565,4
1566,4
1567,4
1568,4
1569,4
1570,5
1571,5
1572,5
1573,5
1574,5
1575,5
1576,5
1577,5
1578,5
1579,5
1580,6
1581,6
1582,6
1583,6
1584,6
1585,6
1586,6
1587,6
1588,6
1589,6
1590,7
1591,7
1592,7
1593,7
1594,7
1595,7
1596,7
1597,7
1598,7
1599,7
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,1
1611,1
1612,1
1613,1
1614,1
1615,1
1616,1
1617,1
1618,1
1619,1
1620,2
1621,2
1622,2
1623,2
1624,2
1625,2
1626,2
1627,2
1628,2
1629,2
1630,3
1631,3
1632,3
1633,3
1634,3
1635,3
1636,3
1637,3
1638,3
1639,3
1640,4
1641,4
1642,4
1643,4
1644,4
1645,4
1646,4
1647,4
1648,4
1649,4
1650,5
1651,5
1652,5
1653,5
1654,5
1655,5
1656,5
1657,5
1658,5
1659,5
1660,6
1661,6
1662,6
1663,6
1664,6
1665,6
1666,6
1667,6
1668,6
1669,6
1670,7
1671,7
1672,7
1673,7
1674,7
1675,7
1676,7
1677,7
1678,7
1679,7
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,1
1691,1
1692,1
1693,1
1694,1
1695,1
1696,1
1697,1
1698,1
1699,1
1700,2
1701,2
1702,2
1703,2
1704,2
1705,2
1706,2
1707,2
1708,2
1709,2
1710,3
1711,3
1712,3
1713,3
1714,3
1715,3
1716,3
1717,3
1718,3
1719,3
1720,4
1721,4
1722,4
1723,4
1724,4
1725,4
1726,4
1727,4
1728,4
1729,4
1730,5
1731,5
1732,5
1733,5
1734,5
1735,5
1736,5
1737,5
1738,5
1739,5
1740,6
1741,6
1742,6
1743,6
1744,6
1745,6
1746,6
1747,6
1748,6
1749,6
1750,7
1751,7
1752,7
1753,7
1754,7
1755,7
1756,7
1757,7
1758,7
1759,7
1760,0
1761,0
1762,0
1763,0
1764,0
1765,0
1766,0
1767,0
1768,0
1769,0
1770,1
1771,1
1772,1
1773,1
1774,1
1775,1
1776,1
1777,1
1778,1
1779,1
1780,2
1781,2
1782,2
1783,2
1784,2
1785,2
1786,2
1787,2
1788,2
1789,2
1790,3
1791,3
1792,3
1793,3
1794,3
1795,3
1796,3
1797,3
1798,3
1799,3
1800,4
1801,4
1802,4
1803,4
1804,4
1805,4
1806,4
1807,4
1808,4
1809,4
1810,5
1811,5
1812,5
1813,5
1814,5
1815,5
1816,5
1817,5
1818,5
1819,5
1820,6
1821,6
1822,6
1823,6
1824,6
1825,6
1826,6
1827,6
1828,6
1829,6
1830,7
1831,7
1832,7
1833,7
1834,7
1835,7
1836,7
1837,7
1838,7
1839,7
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,1
1851,1
1852,1
1853,1
1854,1
1855,1
1856,1
1857,1
1858,1
1859,1
1860,2
1861,2
1862,2
1863,2
1864,2
1865,2
1866,2
1867,2
1868,2
1869,2
1870,3
1871,3
1872,3
1873,3
1874,3
1875,3
1876,3
1877,3
1878,3
1879,3
1880,4
1881,4
1882,4
1883,4
1884,4
1885,4
1886,4
1887,4
1888,4
1889,4
1890,5
1891,5
1892,5
1893,5
1894,5
1895,5
1896,5
1897,5
1898,5
1899,5
1900,6
1901,6
1902,6
1903,6
1904,6
1905,6
1906,6
1907,6
1908,6
1909,6
1910,7
1911,7
1912,7
1913,7
1914,7
1915,7
1916,7
1917,7
1918,7
1919,7
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,1
1931,1
1932,1
1933,1
1934,1
1935,1
1936,1
1937,1
1938,1
1939,1
1940,2
1941,2
1942,2
1943,2
1944,2
1945,2
1946,2
1947,2
1948,2
1949,2
1950,3
1951,3
1952,3
1953,3
1954,3
1955,3
1956,3
1957,3
1958,3
1959,3
1960,4
1961,4
1962,4
1963,4
1964,4
1965,4
1966,4
1967,4
1968,4
1969,4
1970,5
1971,5
1972,5
1973,5
1974,5
1975,5
1976,5
1977,5
1978,5
1979,5
1980,6
1981,6
1982,6
1983,6
1984,6
1985,6
1986,6
1987,6
1988,6
1989,6
1990,7
1991,7
1992,7
1993,7
1994,7
1995,7
1996,7
1997,7
1998,7
1999,7
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,1
2011,1
2012,1
2013,1
2014,1
2015,1
2016,1
2017,1
2018,1
2019,1
2020,2
2021,2
2022,2
2023,2
2024,2
2025,2
2026,2
2027,2
2028,2
2029,2
2030,3
2031,3
2032,3
2033,3
2034,3
2035,3
2036,3
2037,3
2038,3
2039,3
2040,4
2041,4
2042,4
2043,4
2044,4
2045,4
2046,4
2047,4
2048,4
2049,4
2050,5
2051,5
2052,5
2053,5
2054,5
2055,5
2056,5
2057,5
2058,5
2059,5
2060,6
2061,6
2062,6
2063,6
2064,6
2065,6
2066,6
2067,6
2068,6
2069,6
2070,7
2071,7
2072,7
2073,7
2074,7
2075,7
2076,7
2077,7
2078,7
2079,7
2080,0
2081,0
2082,0
2083,0
2084,0
2085,0
2086,0
2087,0
2088,0
2089,0
2090,1
2091,1
2092,1
2093,1
2094,1
2095,1
2096,1
2097,1
2098,1
2099,1
2100,2
2101,2
2102,2
2103,2
2104,2
2105,2
2106,2
2107,2
2108,2
2109,2
2110,3
2111,3
2112,3
2113,3
2114,3
2115,3
2116,3
2117,3
2118,3
2119,3
2120,4
2121,4
2122,4
2123,4
2124,4
2125,4
2126,4
2127,4
2128,4
2129,4
2130,5
2131,5
2132,5
2133,5
2134,5
2135,5
2136,5
2137,5
2138,5
2139,5
2140,6
2141,6
2142,6
2143,6
2144,6
2145,6
2146,6
2147,6
2148,6
2149,6
2150,7
2151,7
2152,7
2153,7
2154,7
2155,7
2156,7
2157,7
2158,7
2159,7
2160,0
2161,0
2162,0
2163,0
2164,0
2165,0
2166,0
2167,0
2168,0
2169,0
2170,1
2171,1
2172,1
2173,1
2174,1
2175,1
2176,1
2177,1
2178,1
2179,1
2180,2
2181,2
2182,2
2183,2
2184,2
2185,2
2186,2
2187,2
2188,2
2189,2
2190,3
2191,3
2192,3
2193,3
2194,3
2195,3
2196,3
2197,3
2198,3
2199,3
2200,4
2201,4
2202,4
2203,4
2204,4
2205,4
2206,4
2207,4
2208,4
2209,4
2210,5
2211,5
2212,5
2213,5
2214,5
2215,5
2216,5
2217,5
2218,5
2219,5
2220,6
2221,6
2222,6
2223,6
2224,6
2225,6
2226,6
2227,6
2228,6
2229,6
2230,7
2231,7
2232,7
2233,7
2234,7
2235,7
2236,7
2237,7
2238,7
2239,7
2240,0
2241,0
2242,0
2243,0
2244,0
2245,0
2246,0
2247,0
2248,0
2249,0
2250,1
2251,1
2252,1
2253,1
2254,1
2255,1
2256,1
2257,1
2258,1
2259,1
2260,2
2261,2
2262,2
2263,2
2264,2
2265,2
2266,2
2267,2
2268,2
2269,2
2270,3
2271,3
2272,3
2273,3
2274,3
2275,3
2276,3
2277,3
2278,3
2279,3
2280,4
2281,4
2282,4
2283,4
2284,4
2285,4
2286,4
2287,4
2288,4
2289,4
2290,5
2291,5
2292,5
2293,5
2294,5
2295,5
2296,5
2297,5
2298,5
2299,5
2300,6
2301,6
2302,6
2303,6
2304,6
2305,6
2306,6
2307,6
2308,6
2309,6
2310,7
2311,7
2312,7
2313,7
2314,7
2315,7
2316,7
2317,7
2318,7
2319,7
2320,0
2321,0
2322,0
2323,0
2324,0
2325,0
2326,0
2327,0
2328,0
2329,0
2330,1
2331,1
2332,1
2333,1
2334,1
2335,1
2336,1
2337,1
2338,1
2339,1
2340,2
2341,2
2342,2
2343,2
2344,2
2345,2
2346,2
2347,2
2348,2
2349,2
2350,3
2351,3
2352,3
2353,3
2354,3
2355,3
2356,3
2357,3
2358,3
2359,3
2360,4
2361,4
2362,4
2363,4
2364,4
2365,4
2366,4
2367,4
2368,4
2369,4
2370,5
2371,5
2372,5
2373,5
2374,5
2375,5
2376,5
2377,5
2378,5
2379,5
2380,6
2381,6
2382,6
2383,6
2384,6
2385,6
2386,6
2387,6
2388,6
2389,6
2390,7
2391,7
2392,7
2393,7
2394,7
2395,7
2396,7
2397,7
2398,7
2399,7
2400,0
2401,0
2402,0
2403,0
2404,0
2405,0
2406,0
2407,0
2408,0
2409,0
2410,1
2411,1
2412,1
2413,1
2414,1
2415,1
2416,1
2417,1
2418,1
2419,1
2420,2
2421,2
2422,2
2423,2
2424,2
2425,2
2426,2
2427,2
2428,2
2429,2
2430,3
2431,3
2432,3
2433,3
2434,3
2435,3
2436,3
2437,3
2438,3
2439,3
2440,4
2441,4
2442,4
2443,4
2444,4
2445,4
2446,4
2447,4
2448,4
2449,4
2450,5
2451,5
2452,5
2453,5
2454,5
2455,5
2456,5
2457,5
2458,5
2459,5
2460,6
2461,6
2462,6
2463,6
2464,6
2465,6
2466,6
2467,6
2468,6
2469,6
2470,7
2471,7
2472,7
2473,7
2474,7
2475,7
2476,7
2477,7
2478,7
2479,7
2480,0
2481,0
2482,0
2483,0
2484,0
2485,0
2486,0
2487,0
2488,0
2489,0
2490,1
2491,1
2492,1
2493,1
2494,1
2495,1
2496,1
2497,1
2498,1
2499,1
2500,2
2501,2
2502,2
2503,2
2504,2
2505,2
2506,2
2507,2
2508,2
2509,2
2510,3
2511,3
2512,3
2513,3
2514,3
2515,3
2516,3
2517,3
2518,3
2519,3
2520,4
2521,4
2522,4
2523,4
2524,4
2525,4
2526,4
2527,4
2528,4
2529,4
2530,5
2531,5
2532,5
2533,5
2534,5
2535,5
2536,5
2537,5
2538,5
2539,5
2540,6
2541,6
2542,6
2543,6
2544,6
2545,6
2546,6
2547,6
2548,6
2549,6
2550,7
2551,7
2552,7
2553,7
2554,7
2555,7
2556,7
2557,7
2558,7
2559,7
2560,0
2561,0
2562,0
2563,0
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,1
2571,1
2572,1
2573,1
2574,1
2575,1
2576,1
2577,1
2578,1
2579,1
2580,2
2581,2
2582,2
2583,2
2584,2
2585,2
2586,2
2587,2
2588,2
2589,2
2590,3
2591,3
2592,3
2593,3
2594,3
2595,3
2596,3
2597,3
2598,3
2599,3
2600,4
2601,4
2602,4
2603,4
2604,4
2605,4
2606,4
2607,4
2608,4
2609,4
2610,5
2611,5
2612,5
2613,5
2614,5
2615,5
2616,5
2617,5
2618,5
2619,5
2620,6
2621,6
2622,6
2623,6
2624,6
2625,6
2626,6
2627,6
2628,6
2629,6
2630,7
2631,7
2632,7
2633,7
2634,7
2635,7
2636,7
2637,7
2638,7
2639,7
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,0
2648,0
2649,0
2650,1
2651,1
2652,1
2653,1
2654,1
2655,1
2656,1
2657,1
2658,1
2659,1
2660,2
2661,2
2662,2
2663,2
2664,2
2665,2
2666,2
2667,2
2668,2
2669,2
2670,3
2671,3
2672,3
2673,3
2674,3
2675,3
2676,3
2677,3
2678,3
2679,3
2680,4
2681,4
2682,4
2683,4
2684,4
2685,4
2686,4
2687,4
2688,4
2689,4
2690,5
2691,5
2692,5
2693,5
2694,5
2695,5
2696,5
2697,5
2698,5
2699,5
2700,6
2701,6
2702,6
2703,6
2704,6
2705,6
2706,6
2707,6
2708,6
2709,6
2710,7
2711,7
2712,7
2713,7
2714,7
2715,7
2716,7
2717,7
2718,7
2719,7
2720,0
2721,0
2722,0
2723,0
2724,0
2725,0
2726,0
2727,0
2728,0
2729,0
2730,1
2731,1
2732,1
2733,1
2734,1
2735,1
2736,1
2737,1
2738,1
2739,1
2740,2
2741,2
2742,2
2743,2
2744,2
2745,2
2746,2
2747,2
2748,2
2749,2
2750,3
2751,3
2752,3
2753,3
2754,3
2755,3
2756,3
2757,3
2758,3
2759,3
2760,4
2761,4
2762,4
2763,4
2764,4
2765,4
2766,4
2767,4
2768,4
2769,4
2770,5
2771,5
2772,5
2773,5
2774,5
2775,5
2776,5
2777,5
2778,5
2779,5
2780,6
2781,6
2782,6
2783,6
2784,6
2785,6
2786,6
2787,6
2788,6
2789,6
2790,7
2791,7
2792,7
2793,7
2794,7
2795,7
2796,7
2797,7
2798,7
2799,7
2800,0
2801,0
2802,0
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,1
2811,1
2812,1
2813,1
2814,1
2815,1
2816,1
2817,1
2818,1
2819,1
2820,2
2821,2
2822,2
2823,2
2824,2
2825,2
2826,2
2827,2
2828,2
2829,2
2830,3
2831,3
2832,3
2833,3
2834,3
2835,3
2836,3
2837,3
2838,3
2839,3
2840,4
2841,4
2842,4
2843,4
2844,4
2845,4
2846,4
2847,4
2848,4
2849,4
2850,5
2851,5
2852,5
2853,5
2854,5
2855,5
2856,5
2857,5
2858,5
2859,5
2860,6
2861,6
2862,6
2863,6
2864,6
2865,6
2866,6
2867,6
2868,6
2869,6
2870,7
2871,7
2872,7
2873,7
2874,7
2875,7
2876,7
2877,7
2878,7
2879,7
2880,0
2881,0
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,0
2889,0
2890,1
2891,1
2892,1
2893,1
2894,1
2895,1
2896,1
2897,1
2898,1
2899,1
2900,2
2901,2
2902,2
2903,2
2904,2
2905,2
2906,2
2907,2
2908,2
2909,2
2910,3
2911,3
2912,3
2913,3
2914,3
2915,3
2916,3
2917,3
2918,3
2919,3
2920,4
2921,4
2922,4
2923,4
2924,4
2925,4
2926,4
2927,4
2928,4
2929,4
2930,5
2931,5
2932,5
2933,5
2934,5
2935,5
2936,5
2937,5
2938,5
2939,5
2940,6
2941,6
2942,6
2943,6
2944,6
2945,6
2946,6
2947,6
2948,6
2949,6
2950,7
2951,7
2952,7
2953,7
2954,7
2955,7
2956,7
2957,7
2958,7
2959,7
2960,0
2961,0
2962,0
2963,0
2964,0
2965,0
2966,0
2967,0
2968,0
2969,0
2970,1
2971,1
2972,1
2973,1
2974,1
2975,1
2976,1
2977,1
2978,1
2979,1
2980,2
2981,2
2982,2
2983,2
2984,2
2985,2
2986,2
2987,2
2988,2
2989,2
2990,3
2991,3
2992,3
2993,3
2994,3
2995,3
2996,3
