file_name,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
63,-360.2992,48.813778,0.32740268,7.044628,-15.644023,-0.25538108,-1.9339252,-7.9834375,-8.30471,-5.1695924,-7.8091917,-8.682405,-6.3613706
64,-497.13803,45.09686,-3.386026,13.907715,-15.219475,-2.9119034,-0.47770712,-4.933119,-5.2782836,-6.869461,-4.7996054,-4.4607315,-4.439847
65,-366.32468,49.63488,-10.487554,13.222306,-21.314087,0.5126515,-1.2439795,-8.315629,-4.2845583,-11.256887,-5.5273485,-10.403129,-3.694472
66,-438.47018,53.648785,-4.822294,17.79778,-19.802656,0.60789853,-1.9607452,-3.7625098,-6.005083,-7.4437566,-8.318076,-7.247596,-2.8417358
67,-312.0549,47.329617,-5.823116,13.767662,-16.887623,1.0575134,0.5789377,-4.807407,-5.1755276,-6.0723314,-7.168233,-7.463756,-5.0114274
68,-376.36703,49.992306,-3.6217196,3.300695,-13.285657,3.9904404,-3.071585,-6.569236,-3.614439,-5.396794,-7.0005116,-7.567241,-6.392178
69,-327.98636,63.23486,-8.412797,15.460524,-16.377281,-4.2395773,-2.64894,-4.8747945,-6.097611,-8.109434,-6.2681613,-8.313986,-4.1806364
70,-418.32376,28.22378,1.9524077,7.0287466,-12.849827,-0.96246845,-4.04733,-4.447332,-5.658894,-3.011714,-6.2531257,-4.283265,-2.0024738
71,-405.80652,37.745262,-5.5053906,11.605526,-9.331707,-1.8176461,-3.5162833,-3.5211384,-4.2774796,-5.6189165,-4.32877,-5.0690145,-3.0454931
72,-466.78055,29.310957,-0.26458862,12.826862,-12.440032,0.49729177,-2.0185194,-4.010778,-4.5849557,-5.015711,-4.854229,-5.1267905,-3.6688614
73,-345.9379,42.594887,-3.2814257,15.799447,-12.865196,-0.7492481,-2.2431302,-7.2915506,-6.376975,-6.640971,-4.447806,-7.8877277,-4.5379567
74,-362.97537,38.88008,-0.038645167,8.908645,-18.73262,1.1936457,-2.7941298,-10.924754,-3.8740919,-6.5565076,-4.255032,-9.623039,-4.925494
75,-340.3911,41.33588,-7.551304,11.727335,-18.439112,-6.3002596,1.4817637,-8.954853,-5.6277895,-6.1443634,-8.579989,-9.06704,-6.700822
76,-323.59424,42.401752,-5.223687,11.329967,-16.437767,-3.6102388,-5.266874,-8.442297,-5.887526,-5.782034,-11.445524,-8.805349,-2.9124184
77,-362.67194,40.18831,-2.1032403,10.432837,-13.664856,-4.899685,-3.4912133,-7.3700767,-5.756319,-5.1768517,-10.239216,-6.622549,-5.0838
78,-382.24454,30.403513,-5.2227736,6.4768476,-11.286883,-2.4378426,-0.87958354,-6.9667945,-5.249913,-3.3134525,-9.104647,-4.416844,-3.7112699
79,-366.63925,47.840683,-1.2572819,6.4924245,-20.014326,0.43705273,-5.116947,-9.072916,-5.336939,-6.762795,-5.300922,-9.84299,-5.364597
80,-435.25388,19.355286,2.9213922,4.8229156,-17.877462,-9.406194,-3.937028,-5.0506506,-8.692414,-5.7792845,-1.8687301,-5.423667,-2.0084856
81,-444.3548,28.542654,-5.0068026,9.505102,-8.485633,-3.0614803,-8.677349,-7.7632875,-3.5807865,-7.0335126,-2.816148,-2.768005,-0.26073053
82,-442.86276,19.581738,-1.659131,8.287705,-7.6115785,0.6550057,-2.3320332,-4.8516307,-2.6326287,-6.4845867,-1.7077007,-3.448387,-1.2977555
83,-417.87332,31.799574,4.1755085,13.767071,-23.87043,-15.421545,3.3770154,-12.033517,-5.665059,-6.5182195,-7.252933,-4.5640364,-6.857686
84,-442.91898,23.458038,2.3892546,1.0484341,-16.118084,-6.70278,-2.6046002,-6.918874,-5.5705495,-1.6893946,-4.733429,-5.962141,-0.3673169
85,-413.25626,37.287643,-6.530482,1.1954397,-11.484819,-10.555314,-2.4570708,-9.442838,-0.4401928,-11.625919,-7.8846426,-4.487363,-2.5446715
86,-401.7774,37.821743,-2.7451448,7.6228566,-22.269712,-14.970168,0.12710147,-10.818966,-8.40514,-5.648608,-6.371022,-2.1872075,-6.7555623
87,-461.1041,38.094135,-1.8575764,12.080517,-12.908974,-0.29904068,-3.334713,-6.8392854,-6.037343,-5.1695423,-4.315738,-7.419362,1.0863274
88,-403.53232,25.584291,-2.130876,6.7293663,-13.67748,-9.48136,-2.3569818,-7.0659637,-6.1405735,-4.2973537,-6.1779933,-3.3737366,-1.2353766
89,-413.97275,31.609362,-2.0979187,12.363995,-12.821493,-20.564827,-8.014634,-6.4803596,-10.861524,-6.8571744,-3.7216077,-7.4952602,1.2832181
90,-481.765,34.049774,-0.03712405,11.883017,-11.006569,-0.033235636,-2.0300288,-5.1071196,-5.3666363,-5.3726015,-2.9563982,-5.629324,-2.9916456
91,-388.53662,38.36631,-2.9821994,8.463137,-9.56534,3.3728645,-4.3999114,-5.7629395,-1.9120055,-6.642687,-2.8769326,-5.093812,-3.5753267
92,-393.35617,29.567877,-2.1768453,10.676625,-9.980386,1.0848144,-1.078109,-6.107243,-4.3783407,-8.228619,-3.1981516,-6.528504,-3.3540237
93,-366.6376,51.730194,-5.1743193,13.023671,-12.176199,-0.34079412,-0.45598772,-10.060325,-6.0801077,-7.437828,-5.579034,-8.258609,-2.8652601
94,-358.95374,34.391,0.94203925,9.06615,-10.355881,-0.2931268,-1.8465316,-7.2412086,-5.1146836,-7.226501,-4.480564,-6.113651,-4.9433103
95,-367.91333,41.349106,-6.559483,15.382948,-14.732723,0.7766633,-2.3467994,-10.212184,-3.594819,-8.115795,-4.9115057,-8.803934,-1.622236
96,-380.27707,43.698174,-2.964786,12.3043995,-11.735276,2.8733728,-3.9640942,-4.979392,-3.4751117,-8.091577,-5.732109,-6.536927,-2.2709348
97,-521.30646,42.023033,-1.8444195,8.635058,-11.666856,0.6846696,-2.1929944,-8.374097,-4.1423907,-9.097372,-4.8684955,-7.2724314,-3.3002954
98,-381.25726,40.079365,-3.1757512,10.465129,-10.240099,3.2363677,-2.7937872,-10.309289,-4.2682195,-4.017775,-6.5224648,-5.671235,-0.5189939
99,-354.40002,50.587673,-4.5164256,12.978816,-13.456195,-2.5243576,-1.039021,-10.393565,-7.423945,-5.289157,-7.0258126,-6.222973,-3.618542
100,-522.0953,23.712566,1.1670033,10.735144,-8.403328,0.35294363,-2.9424953,-2.9681263,-6.491962,-3.3725708,-2.90996,-5.2740426,-2.0107033
101,-531.277,41.920906,-4.7943363,10.382926,-9.633347,2.1321933,-2.2810452,-4.2078633,-4.1592917,-6.041409,-2.6812286,-4.336004,-2.014111
102,-417.8151,28.045734,-4.026414,13.305305,-7.609459,1.5222756,0.18822372,-5.7979903,-4.308105,-8.6371975,-2.0125306,-7.044003,-3.8260977
103,-333.5235,40.931465,-6.570516,17.527052,-11.086024,0.32905242,-0.58121425,-5.8977556,-6.5549664,-5.629147,-5.606461,-5.775749,-5.1987057
104,-386.81503,37.76301,-3.7619162,16.79535,-12.879988,2.0984857,-3.2724695,-6.6679044,-8.049662,-7.7252026,-2.217551,-7.875095,-4.051444
105,-359.22513,42.5182,-6.8170943,15.286518,-12.869681,0.5510563,-0.44820735,-8.631497,-4.759388,-5.9428134,-6.6550255,-7.1719823,-4.031362
106,-504.9176,40.292763,-2.1054065,9.514153,-9.980664,0.6208844,-1.483286,-5.796239,-1.949375,-8.5587435,-3.383849,-5.965036,-4.869142
107,-328.69885,46.444378,-6.8949885,13.224388,-11.80119,3.0327804,-2.3668091,-8.741776,-6.0044656,-8.646396,-4.4509277,-9.133285,-5.584844
108,-392.36038,37.331833,-4.2036076,13.697978,-7.5588007,5.1768517,-1.357156,-6.5881767,-3.8723552,-5.9900002,-2.0696385,-7.7243824,-2.73218
109,-374.54437,53.708176,-7.5287285,15.524671,-13.1854105,2.7939684,-2.8730779,-8.484305,-8.551164,-5.765119,-5.076114,-8.630874,-5.902756
110,-371.98587,38.108715,-1.4563795,12.629935,-9.065992,-3.8796036,-2.6752503,-1.2724165,-8.975637,-6.319339,-4.2787075,-4.5804863,-3.956111
111,-413.2218,42.379005,-1.5869198,10.549829,-7.9865956,-2.5674593,-4.291426,-3.5164673,-5.2566323,-6.863381,-2.8623283,-3.5890274,-3.8484282
112,-417.78186,30.879745,-2.5775652,10.559714,-8.239543,-1.0183676,-1.2639109,-2.8592784,-5.736915,-7.3759074,-3.186308,-4.8094015,-3.994314
113,-368.89276,48.145565,-4.1768765,14.790357,-11.289918,-3.6899881,-3.037816,-6.542673,-9.0833435,-6.787013,-2.983124,-7.146859,-3.1105487
114,-394.18756,58.60182,-3.256526,13.492198,-11.508859,-2.8450449,-3.4516232,-6.541961,-9.552305,-9.518899,-4.512149,-7.259893,-5.4781528
115,-422.0441,56.87821,-10.113686,19.62222,-14.588261,-0.823747,-1.1307765,-6.3652306,-5.270106,-10.525519,-4.0799603,-7.458194,-4.9552245
116,-370.71198,51.988632,-3.455583,10.949252,-11.474384,-3.7233155,-4.0576563,-5.627477,-7.709258,-10.100181,-6.6065054,-6.917908,-5.1895533
117,-354.01636,56.338562,-7.349279,11.116124,-14.665483,-2.0398638,-3.5624156,-9.361443,-8.663253,-11.518557,-4.0650015,-7.847554,-4.2667623
118,-357.78207,56.349876,-3.095351,13.636585,-11.047057,0.34046245,-1.941055,-8.050996,-8.386211,-7.7117553,-5.0093875,-7.6362047,-3.821681
119,-351.28024,49.91902,-5.457371,13.483297,-10.5277195,-4.75428,-5.0608172,-6.166019,-9.304938,-9.755701,-4.1377554,-6.5508137,-4.82974
120,-409.44608,29.440123,2.398935,7.8726707,-9.440522,-0.124894455,-5.4560323,-6.429559,-7.2762957,-2.4103622,-4.6234813,-5.3186965,-0.6545864
121,-417.1462,36.861557,-2.8092425,9.316253,-9.419623,-0.16023794,-5.22519,-6.369777,-6.266814,-2.7430606,-3.694363,-6.622731,-0.69083285
122,-413.40085,29.287352,-0.78903055,9.363914,-7.850427,1.0439028,-2.131654,-5.432025,-3.6647444,-4.173324,-3.1870687,-4.901711,-1.8253106
123,-379.06247,44.08488,-2.5918362,14.029733,-8.279759,-1.0223755,-2.3082755,-7.9791207,-6.117872,-3.8222022,-5.523304,-8.563563,-0.9639119
124,-391.29553,39.09999,-3.2106001,9.799257,-9.613696,-2.622401,-4.468983,-5.677437,-6.8161635,-3.6434252,-4.7518864,-5.8994246,-1.9106665
125,-386.61456,45.348686,-6.7142916,13.754717,-11.218743,-3.1623282,-0.5627759,-8.89279,-5.250515,-4.042789,-5.3475227,-6.5802937,-2.7637663
126,-345.8563,51.7287,-2.0545607,11.679477,-14.473751,-0.7781702,-6.042615,-9.011159,-7.61012,-3.4508348,-7.727132,-6.2419147,-3.8302145
127,-392.01584,47.537018,-4.9045167,12.43082,-13.07355,-2.878377,-1.9676529,-9.404198,-8.550169,-3.4269755,-7.330294,-6.163582,-1.9855815
128,-378.0724,41.357933,-3.1735537,7.5294075,-8.465122,-2.1940103,-0.8696742,-7.5113573,-4.8856444,-0.96165836,-5.814033,-4.283531,-3.0430245
129,-385.0446,52.1213,-1.7987131,10.259229,-10.734126,-5.9889536,-2.6729164,-8.649742,-8.687121,-1.2024082,-7.7845435,-4.447067,-3.8240862
130,-387.58185,39.89695,0.80129015,11.490335,-11.908972,2.458343,-2.415978,-7.959933,-6.03735,-1.38744,-7.7343254,-3.5036924,-4.408244
131,-406.43118,44.168938,-3.5571537,13.450917,-12.96915,5.007105,-4.934348,-9.496563,-6.429789,-4.736053,-3.9669862,-6.8108687,-2.2712123
132,-409.43253,35.37922,-2.9381843,13.574465,-10.584387,-0.70944697,-0.071137376,-8.581404,-6.2049265,-3.425841,-4.074431,-6.911647,-2.1708846
133,-348.53738,52.440628,-4.5689406,14.379679,-11.659732,-3.382189,0.31366536,-11.215964,-6.75037,-3.776533,-7.514816,-7.6779957,-2.7876933
134,-356.98297,46.987633,-3.5074322,13.362137,-11.092714,-1.7774713,-0.7813178,-10.430874,-6.170807,-1.6271824,-7.4711084,-3.8299935,-5.3863883
135,-345.7793,54.281563,-9.007601,15.9669895,-12.121967,-3.9416916,0.49663374,-11.13522,-7.7601666,-3.0616336,-6.4808993,-7.339679,-3.5105417
136,-320.9888,49.2212,-5.0599,14.0331,-12.92294,1.8405021,-1.7503887,-7.5673246,-5.598781,-8.391451,-6.515828,-6.071727,-5.0482144
137,-344.27084,48.540005,-4.7713695,14.277583,-14.314672,1.9765409,-1.833431,-9.81677,-8.693493,-5.4498286,-6.588365,-9.3445015,-3.284996
138,-352.4136,40.930676,-5.0052347,9.341675,-8.222249,3.0031652,-1.8743737,-8.656569,-4.4346285,-4.0786233,-5.1423664,-8.399475,-3.2295148
139,-297.43982,58.26811,-6.4335423,13.891402,-12.10424,-1.2400044,-1.3783009,-9.140778,-8.605507,-4.906027,-8.332498,-8.50589,-5.5252213
140,-455.78345,35.70516,-0.19632035,9.160001,-13.944094,-4.092738,-5.56577,-3.19986,-9.825513,-11.223374,-5.943438,-6.0362244,-1.7987436
141,-358.0798,40.70039,-7.755029,9.839133,-13.2641325,-6.857814,-7.427739,-7.7461047,-7.882556,-11.01996,-7.009719,-7.291171,-1.1483728
142,-394.7503,27.053244,-0.68157667,8.843104,-14.01471,-3.3423314,-4.0309477,-6.0621557,-10.291666,-8.873044,-6.9055357,-6.6374216,-1.2264967
143,-340.96585,40.85147,-7.8328485,13.44586,-17.224506,-6.341756,-5.8749084,-8.388007,-9.395162,-11.747618,-8.814162,-9.585225,-1.3582942
144,-346.39276,44.425106,-2.643793,14.4164295,-13.767844,-7.908431,-4.355129,-8.052357,-11.724735,-7.3690333,-5.6474586,-8.728252,1.7276417
145,-371.33615,43.682865,-12.307227,11.301108,-19.975967,-8.10266,-2.4520166,-8.25331,-9.09951,-11.853568,-8.481658,-9.052703,-1.2029126
146,-374.06146,44.637974,-8.659422,7.117323,-20.30709,-4.474813,-3.4718919,-6.884498,-10.423115,-7.775899,-10.861039,-7.110348,-2.4462717
147,-350.39783,45.157917,-10.748204,8.643743,-16.074135,-5.6651907,-2.6653955,-8.827446,-8.183878,-11.318563,-8.273394,-9.409464,-1.6969583
148,-367.7587,36.908115,-6.0348415,6.5855923,-12.565393,-4.6335692,-2.5675306,-8.259468,-7.9230056,-7.1112576,-6.2894697,-5.1585703,0.4768984
149,-325.7051,42.578953,-8.305483,13.289877,-17.259481,-12.029121,-5.1986804,-5.967015,-13.970057,-11.824235,-6.5428987,-7.6112022,1.0037613
150,-392.2306,36.716377,1.7938383,14.808253,-9.245362,-2.3958197,-2.2480252,-7.942485,-7.8042755,-4.8330216,-4.9165235,-5.4915743,1.2617178
151,-372.18802,46.668976,2.153858,13.584786,-8.0981045,0.68408144,-5.384326,-8.712891,-6.5315185,-5.357971,-5.2576113,-3.8635352,1.0642608
152,-352.75897,35.2551,2.6140718,12.567849,-9.49893,-1.2518997,0.33244655,-4.412923,-6.3025675,-7.6140547,-4.723352,-5.6705713,-1.5649924
153,-326.1772,51.06826,4.5213685,21.305008,-11.33843,3.2890692,-0.26950052,-8.520253,-7.907044,-9.378663,-5.85492,-6.7780857,-1.3125656
154,-377.38303,52.35477,3.1613245,20.77327,-8.632217,2.8998897,2.221612,-8.754574,-5.0781765,-6.931759,-8.046936,-4.340516,-0.9856857
155,-351.72388,54.783924,-8.631382,12.517694,-14.02526,-7.0142283,-2.1363702,-14.120254,-8.25912,-10.370417,-10.494018,-7.73325,-3.114151
156,-301.19293,51.535816,-2.5454018,10.975662,-14.616544,-4.2521844,-3.1507037,-10.40794,-9.946216,-10.971504,-9.645946,-7.3388786,-2.0627277
157,-352.31488,45.357567,-1.267533,4.307847,-16.776798,-3.0405846,-2.5963175,-14.181878,-10.105371,-11.836544,-10.209476,-3.9252486,-4.9840927
158,-357.3073,41.431503,-2.6705496,6.6115427,-13.290628,0.21766692,-2.6765518,-9.370258,-6.6132026,-5.828301,-8.906037,-6.1610994,-2.3001134
159,-315.51825,55.686886,-0.5139507,14.162495,-15.209927,-4.1704774,-5.8902907,-9.065424,-11.881754,-8.494074,-8.023388,-11.913596,-0.104258105
160,-478.1551,23.907978,-1.534003,6.067849,-12.869926,-1.0135932,-2.9488626,-1.9054068,-4.4764013,-5.639292,-3.6643732,-4.321695,-2.2010598
161,-371.28485,33.121258,-4.7713475,8.431283,-8.295396,-0.43764064,-5.2479553,-8.432914,-5.2933226,-6.671707,-5.8401613,-5.3683133,-1.4677328
162,-390.00394,16.766966,2.4337711,9.5974865,-8.441012,-1.8216777,-1.0006815,-5.6739135,-5.9195104,-7.6869535,-4.1258903,-4.439723,-3.63666
163,-399.32916,33.638584,-3.8227353,12.152494,-11.803974,-2.9495747,-3.2024846,-8.839609,-7.9687095,-10.39096,-7.3733153,-8.032552,-1.9525716
164,-368.86426,32.077545,-1.3049275,11.610135,-10.226393,-4.123872,-3.234249,-5.8475957,-7.485944,-7.3400445,-5.4919662,-5.0288258,-0.1398167
165,-391.60663,36.97195,-2.0363255,11.239092,-15.765644,-7.1783705,1.113674,-11.824938,-4.641371,-8.756656,-3.9714527,-7.5466213,-4.0839167
166,-361.22922,32.78016,-1.3466386,9.546611,-14.202755,-0.61380756,-5.1127963,-8.455828,-8.482151,-5.55938,-10.372367,-5.2058187,0.5648187
